CVE,CVSS Score,Base Severity,EPSS Score,CWE,CWE Description,Éditeur,Produit,Versions affectées,Description
CVE-2023-0476,,Non défini,0.0024,Non disponible,LDAP Injection,n/a,Tenable.sc,Tenable.sc versions 5.23.1 and earlier,A LDAP injection vulnerability exists in Tenable.sc due to improper validation of user-supplied input before returning it to users. An authenticated attacker could generate data in Active Directory using the application account through blind LDAP injection.
CVE-2023-24494,,Non défini,0.0026,Non disponible,Stored Cross Site Scripting (XSS),n/a,Tenable.sc,Tenable.sc versions 5.23.1 and earlier,"A stored cross-site scripting (XSS) vulnerability exists in Tenable.sc due to improper validation of user-supplied input before returning it to users. An authenticated, remote attacker can exploit this by convincing a user to click a specially crafted URL, to execute arbitrary script code in a user's browser session."
CVE-2023-24495,,Non défini,0.0011,Non disponible,Server Side Request Forgery (SSRF),n/a,Tenable.sc,Tenable.sc versions 5.23.1 and earlier,"A Server Side Request Forgery (SSRF) vulnerability exists in Tenable.sc due to improper validation of session & user-accessible input data. A privileged, authenticated remote attacker could interact with external and internal services covertly."
CVE-2022-42330,,Non défini,0.0018,Non disponible,unknown,Xen,xen,,"Guests can cause Xenstore crash via soft reset When a guest issues a ""Soft Reset"" (e.g. for performing a kexec) the libxl based Xen toolstack will normally perform a XS_RELEASE Xenstore operation. Due to a bug in xenstored this can result in a crash of xenstored. Any other use of XS_RELEASE will have the same impact."
CVE-2022-41912,9.1,Critique,0.0025,CWE-287,CWE-287: Improper Authentication,crewjam,saml,< 0.4.9,The crewjam/saml go library prior to version 0.4.9 is vulnerable to an authentication bypass when processing SAML responses containing multiple Assertion elements. This issue has been corrected in version 0.4.9. There are no workarounds other than upgrading to a fixed version.
CVE-2022-46782,,Non défini,0.0006,Non disponible,,n/a,n/a,n/a,"An issue was discovered in Stormshield SSL VPN Client before 3.2.0. A logged-in user, able to only launch the VPNSSL Client, can use the OpenVPN instance to execute malicious code as administrator on the local machine."
CVE-2022-46783,,Non défini,0.001,Non disponible,,n/a,n/a,n/a,"An issue was discovered in Stormshield SSL VPN Client before 3.2.0. If multiple address books are used, an attacker may be able to access the other encrypted address book."
CVE-2022-47520,,Non défini,0.0002,Non disponible,,n/a,n/a,n/a,An issue was discovered in the Linux kernel before 6.0.11. Missing offset validation in drivers/net/wireless/microchip/wilc1000/hif.c in the WILC1000 wireless driver can trigger an out-of-bounds read when parsing a Robust Security Network (RSN) information element from a Netlink packet.
CVE-2023-23454,,Non défini,0.0004,Non disponible,,n/a,n/a,n/a,cbq_classify in net/sched/sch_cbq.c in the Linux kernel through 6.1.4 allows attackers to cause a denial of service (slab-out-of-bounds read) because of type confusion (non-negative numbers can sometimes indicate a TC_ACT_SHOT condition rather than valid classification results).
CVE-2022-47929,,Non défini,0.0002,Non disponible,,n/a,n/a,n/a,"In the Linux kernel before 6.1.6, a NULL pointer dereference bug in the traffic control subsystem allows an unprivileged user to trigger a denial of service (system crash) via a crafted traffic control configuration that is set up with ""tc qdisc"" and ""tc class"" commands. This affects qdisc_graft in net/sched/sch_api.c."
CVE-2022-4379,,Non défini,0.0038,CWE-416,CWE-416,n/a,Linux kernel,Linux kernel through v6.1-rc8,A use-after-free vulnerability was found in __nfs42_ssc_open() in fs/nfs/nfs4file.c in the Linux kernel. This flaw allows an attacker to conduct a remote denial
CVE-2022-42329,,Non défini,0.0001,Non disponible,unknown,Linux,Linux,,Guests can trigger deadlock in Linux netback driver T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] The patch for XSA-392 introduced another issue which might result in a deadlock when trying to free the SKB of a packet dropped due to the XSA-392 handling (CVE-2022-42328). Additionally when dropping packages for other reasons the same deadlock could occur in case of netpoll being active for the interface the xen-netback driver is connected to (CVE-2022-42329).
CVE-2023-23455,,Non défini,0.0001,Non disponible,,n/a,n/a,n/a,atm_tc_enqueue in net/sched/sch_atm.c in the Linux kernel through 6.1.4 allows attackers to cause a denial of service because of type confusion (non-negative numbers can sometimes indicate a TC_ACT_SHOT condition rather than valid classification results).
CVE-2023-0266,7.9,Élevée,0.0002,CWE-416,CWE-416 Use After Free,Linux,Linux Kernel,4.14,A use after free vulnerability exists in the ALSA PCM package in the Linux Kernel. SNDRV_CTL_IOCTL_ELEM_{READ|WRITE}32 is missing locks that can be used in a use-after-free that can result in a priviledge escalation to gain ring0 access from the system user. We recommend upgrading past commit 56b88b50565cd8b946a2d00b0c83927b7ebb055e
CVE-2022-3435,4.3,Moyenne,0.0007,CWE-119,CWE-119 Memory Corruption -> CWE-125 Out-of-Bounds Read,Linux,Kernel,n/a,A vulnerability classified as problematic has been found in Linux Kernel. This affects the function fib_nh_match of the file net/ipv4/fib_semantics.c of the component IPv4 Handler. The manipulation leads to out-of-bounds read. It is possible to initiate the attack remotely. It is recommended to apply a patch to fix this issue. The identifier VDB-210357 was assigned to this vulnerability.
CVE-2022-4662,,Non défini,0.0,CWE-455,CWE-455,n/a,Kernel,Linux kernel 6.0-rc4,A flaw incorrect access control in the Linux kernel USB core subsystem was found in the way user attaches usb device. A local user could use this flaw to crash the system.
CVE-2022-3114,,Non défini,0.0001,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. imx_register_uart_clocks in drivers/clk/imx/clk.c lacks check of the return value of kcalloc() and will cause the null pointer dereference.
CVE-2022-3344,,Non défini,0.0001,CWE-440,CWE-440,n/a,Linux kernel,Affected versions <= 6.0.3,"A flaw was found in the KVM's AMD nested virtualization (SVM). A malicious L1 guest could purposely fail to intercept the shutdown of a cooperative nested guest (L2), possibly leading to a page fault and kernel panic in the host (L0)."
CVE-2022-3112,,Non défini,0.0001,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. amvdec_set_canvases in drivers/staging/media/meson/vdec/vdec_helpers.c lacks check of the return value of kzalloc() and will cause the null pointer dereference.
CVE-2022-3106,,Non défini,,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. ef100_update_stats in drivers/net/ethernet/sfc/ef100_nic.c lacks check of the return value of kmalloc().
CVE-2022-3107,,Non défini,0.0001,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. netvsc_get_ethtool_stats in drivers/net/hyperv/netvsc_drv.c lacks check of the return value of kvmalloc_array() and will cause the null pointer dereference.
CVE-2019-19083,,Non défini,0.0003,Non disponible,,n/a,n/a,n/a,"Memory leaks in *clock_source_create() functions under drivers/gpu/drm/amd/display/dc in the Linux kernel before 5.3.8 allow attackers to cause a denial of service (memory consumption). This affects the dce112_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dce112/dce112_resource.c, the dce100_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dce100/dce100_resource.c, the dcn10_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c, the dcn20_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dcn20/dcn20_resource.c, the dce120_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dce120/dce120_resource.c, the dce110_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c, and the dce80_clock_source_create() function in drivers/gpu/drm/amd/display/dc/dce80/dce80_resource.c, aka CID-055e547478a1."
CVE-2022-3111,,Non défini,,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,"An issue was discovered in the Linux kernel through 5.16-rc6. free_charger_irq() in drivers/power/supply/wm8350_power.c lacks free of WM8350_IRQ_CHG_FAST_RDY, which is registered in wm8350_init_charger()."
CVE-2022-42328,,Non défini,0.0001,Non disponible,unknown,Linux,Linux,,Guests can trigger deadlock in Linux netback driver T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] The patch for XSA-392 introduced another issue which might result in a deadlock when trying to free the SKB of a packet dropped due to the XSA-392 handling (CVE-2022-42328). Additionally when dropping packages for other reasons the same deadlock could occur in case of netpoll being active for the interface the xen-netback driver is connected to (CVE-2022-42329).
CVE-2022-3115,,Non défini,,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. malidp_crtc_reset in drivers/gpu/drm/arm/malidp_crtc.c lacks check of the return value of kzalloc() and will cause the null pointer dereference.
CVE-2022-3108,,Non défini,0.0001,CWE-252,CWE-252,n/a,Kernel,Linux 5.17-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. kfd_parse_subtype_iolink in drivers/gpu/drm/amd/amdkfd/kfd_crat.c lacks check of the return value of kmemdup().
CVE-2022-3113,,Non défini,0.012,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. mtk_vcodec_fw_vpu_init in drivers/media/platform/mtk-vcodec/mtk_vcodec_fw_vpu.c lacks check of the return value of devm_kzalloc() and will cause the null pointer dereference.
CVE-2022-3104,,Non défini,0.0001,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. lkdtm_ARRAY_BOUNDS in drivers/misc/lkdtm/bugs.c lacks check of the return value of kmalloc() and will cause the null pointer dereference.
CVE-2022-3105,,Non défini,,CWE-476,CWE-476,n/a,Kernel,Linux 5.16-rc6,An issue was discovered in the Linux kernel through 5.16-rc6. uapi_finalize in drivers/infiniband/core/uverbs_uapi.c lacks check of kmalloc_array().
CVE-2022-30594,,Non défini,0.0002,Non disponible,,n/a,n/a,n/a,The Linux kernel before 5.17.2 mishandles seccomp permissions. The PTRACE_SEIZE code path allows attackers to bypass intended restrictions on setting the PT_SUSPEND_SECCOMP flag.
CVE-2022-26373,,Non défini,0.0028,Non disponible,information disclosure,n/a,Intel(R) Processors,See references,Non-transparent sharing of return predictor targets between contexts in some Intel(R) Processors may allow an authorized user to potentially enable information disclosure via local access.
CVE-2022-3077,,Non défini,0.0002,CWE-120,CWE-120,n/a,kernel,fixed in kernel 5.19,A buffer overflow vulnerability was found in the Linux kernel Intel’s iSMT SMBus host controller driver in the way it handled the I2C_SMBUS_BLOCK_PROC_CALL case (via the ioctl I2C_SMBUS) with malicious input data. This flaw could allow a local user to crash the system.
CVE-2022-36280,6.3,Moyenne,0.0003,CWE-120,CWE-120 Buffer Overflow,Linux,kernel,v3.2-rc1,"An out-of-bounds(OOB) memory access vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_kms.c in GPU component in the Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS)."
